nc1-8_1_2,nc1-8_2_1,nc1-8_2_2,nc1-8_1_1,s10-12_1_1,s10-12_1_2,s10-12_2_1,s10-12_2_2,nc14_1_1,nc14_1_2,nc14_2_1,nc14_2_2,nc14_FED_1_1,nc14_FED_1_2,nc14_FED_rerun_1_1,nc14_FED_rerun_1_2,nc12_mitotic_FED_1_1,nc12_mitotic_FED_1_2,nc12_mitotic_FED_rerun_1_1,nc12_mitotic_FED_rerun_1_2
1.3602960175207992,1.5648907756223056,1.3613432951657987,1.5600571830420427,0.9300300683183934,0.9151551967187487,0.9318649981422971,0.9214830049594435,0.7211489511577158,0.7254849992801183,0.731839301867341,0.7534276430678924,0.7067785446834975,0.7044644090875399,0.7078794195026072,0.7046293518047437,1.176941360106088,1.1795157703711472,1.171105227619872,1.1716644819616049
0.5829377630489718,0.6542330300542496,0.5962393535564051,0.6646134017655234,1.025630512834749,1.081213918588275,1.0490581179239151,1.063998443024607,1.458801817540339,1.1295797956978457,1.1490746440418458,1.0446686069976856,1.714471765436899,1.917055609945214,1.8093902242355944,1.837382109830705,0.30370831164276024,0.3098035936893887,0.3025909031866632,0.3055480769583643
1.185267863239894,1.3907067157708033,1.1989604108628287,1.3850576928013358,0.9197820789387238,0.9063046495881704,0.9212590362224077,0.9142731986640279,0.7425332960181819,0.7367713207557127,0.7359142645190031,0.7708031803773815,0.7758755048501853,0.773836921648069,0.7802803276459385,0.7745128412116874,1.275690318010355,1.2777500883180632,1.264417341323409,1.270002949233817
0.6261080167596889,0.7049605670110243,0.6375796551155593,0.7074069480439857,0.9938096267844774,1.000628685845508,0.9972489429526094,0.978644095287344,1.4779251809237721,1.165350062048696,1.128696258048465,1.071130354440625,1.8161415316454848,1.8088364110926407,1.725124306217669,1.757937201308926,0.34770152514465724,0.34800235112581374,0.35556219167164294,0.3512060885314088
1.1673081340112965,1.3146802433277087,1.15732560610455,1.3091807904371655,0.9043944490225581,0.8969220718395362,0.9139735104886529,0.8959524552169355,0.7859115600562255,0.765577649306994,0.7699060120341706,0.8067450131016847,0.823573604799908,0.8202837724015459,0.8280236083863021,0.8215024209722149,1.2563043583977427,1.263817155322176,1.2539016923347786,1.2447158924378499
1.2449835949504766,1.4183462944347922,1.2524028423700135,1.4178072602331238,0.9207568025153507,0.9114735555272397,0.9218319049668934,0.9115305772346765,0.7405096567828384,0.7357164871852762,0.7394556901052814,0.766567378701144,0.7662388440562187,0.7582610746464546,0.7621548375810303,0.761425930595441,1.255595612694762,1.238126704068763,1.2449334167124975,1.2318815346377239
1.233655272306841,1.396897764613289,1.243522310505327,1.3919251735400664,0.9174642876193102,0.9016963671897255,0.9177422523871486,0.90443152334681,0.7488510957823779,0.7439140033792164,0.7447564966323799,0.7747371682484965,0.7729271259444299,0.7617375038322197,0.7706122083089011,0.7686201501317006,1.2463265753929107,1.2491248972276405,1.248665145961331,1.2623926776498788
1.4784972087388588,1.742265953760526,1.4850898191823816,1.7366578133187822,0.9593895308023335,0.9534577134355154,0.9653995784766712,0.957454245510806,0.6990875779038263,0.7226420709809943,0.7280127847123126,0.7377011110795978,0.6360035549120575,0.6327838975724033,0.6375234512084961,0.6327219724068894,1.076972902913086,1.0737580968373037,1.071728129370636,1.072852586876525
0.9233481539625726,1.0278219647884952,0.9201825457528758,1.020632756232659,0.9332973262812314,0.9292581128373428,0.9377286557360646,0.9333420071050572,0.9373441621991375,0.9107579878057195,0.9230192197574809,0.9507081696158969,1.1410274191673204,1.1359479469381621,1.1370348042615628,1.1286650504724607,1.0309755469660968,1.037006721235119,1.0202174255961407,1.0216840232886049
0.9397096742204301,1.0305511762845752,0.9480033063874449,1.0264871871733652,0.9191839417578652,0.9179288024797525,0.9308055031273766,0.9169001080328929,0.9828763917602462,0.937018063794935,0.9346701636106924,0.9500135423591431,1.1451717403721868,1.1430621828493157,1.1474501243042592,1.1468252238089944,0.9971155332691781,1.0003865901510007,0.995242208503281,0.990598535753068
0.95575012509626,1.069101421093787,0.973149040970581,1.0765556854034,0.9373254503539818,0.9094392634283271,0.9330290392280797,0.9096586775989053,0.9307846709903093,0.8878211134181805,0.8825938585646177,0.9298077105084449,1.0684821976564844,1.05892384586953,1.0639619365930244,1.0762209791502109,1.0817797579588484,1.0781379290842363,1.09728451359092,1.0801927834418723
0.9616631977289382,1.0843924668846492,0.9696898048933542,1.0850543336464797,0.9149427817737581,0.9062750509810424,0.9161981259499233,0.9046355764325169,0.9222654395118823,0.888630495558147,0.8900959021816167,0.9234388343599692,1.0576045619051604,1.0432418157572327,1.0665457842985848,1.0593963377665412,1.1003441036175,1.0937353843461939,1.1038037824814968,1.1080462199250154
1.293858769121027,1.478618041226241,1.3063046887254406,1.472311078445741,0.9236777590406723,0.9129605724429354,0.922981963949317,0.9105837968549088,0.7288472364062838,0.731690121617626,0.7381554700077158,0.7556987385064334,0.7341190035271913,0.7306496113880458,0.7357358729599847,0.7309849979728135,1.223439323629671,1.226882131988391,1.2168396338603862,1.225661188329173
0.7954750420399375,0.8696708257235614,0.7989975798224531,0.8575168888288414,0.9558440568627029,0.950883640642387,0.9557631414194322,0.943961798711196,1.1737847869213833,1.0910080380016205,1.0783274869094255,1.0558733639190085,1.4728044317705473,1.4939271972940975,1.5044890468951815,1.4744560194677956,0.6304800167867545,0.6346307852956703,0.6290106270971709,0.633095225590831
1.2379452549138472,1.4086907765061547,1.2506491060944733,1.4053448218151199,0.9208248279523877,0.9003796755455341,0.9195477379693642,0.905365671244442,0.7468732567773354,0.7405562441702731,0.7454303105107627,0.7728048156968286,0.7656907899721915,0.7593358584450017,0.7643475199207015,0.764748986673114,1.2429344903124224,1.247530648474025,1.2515589346503802,1.2494402723556424
1.0767423562645233,1.1958812526391334,1.0746462547045934,1.1997395412202003,0.9197746349222476,0.8931515931048997,0.9127661070168698,0.8951644011304203,0.8337440169754005,0.8066662717327641,0.81113303800453,0.8489517406819606,0.9170021430596113,0.906836587678153,0.9117747419084749,0.9091516461346367,1.2166582731434883,1.2272052197810517,1.216706340949013,1.2263038389480327
0.8140633253481756,0.8722971738427506,0.8100877252982752,0.873620966975708,0.9442540305956042,0.9334270952367169,0.9472818066397667,0.9268845367690064,1.112976336123154,1.0339000852639666,1.0500352234499226,1.0196742066521276,1.4513345238927515,1.4123461565568998,1.4248258540732142,1.4180745055638349,0.7313095882587751,0.7390806413418759,0.7437726946317295,0.7407535234857447
1.3927835921911338,1.5867645581782603,1.3973180752840166,1.5821997372876357,0.9262627741832329,0.9155670322280531,0.9303424899929523,0.9203021947372289,0.7145529003195371,0.725747265100375,0.7304543726041534,0.744196632623264,0.6906828958057685,0.6856542280743195,0.6902215465190685,0.6870267090826765,1.1688017508018793,1.175972755864723,1.1661999598944945,1.1689485292272261
0.7749881865578336,0.8400349155514863,0.7708668041458211,0.8383816016589135,0.9724941732118647,0.95475518612237,0.9579735754060789,0.9587725375808153,1.2220395122580932,1.0889187945424166,1.0948644534254195,1.0620936502131295,1.5049450670491968,1.5697030403575338,1.5947019762379295,1.5163124867205744,0.565667866843699,0.5732354452347109,0.572241425067373,0.5670093018147425
