nc1-8_1_2,nc1-8_2_1,nc1-8_2_2,nc1-8_1_1,s10-12_1_1,s10-12_1_2,s10-12_2_1,s10-12_2_2,nc14_1_1,nc14_1_2,nc14_2_1,nc14_2_2,nc14.FED_1_1,nc14.FED_1_2,nc14.FED.rerun_1_1,nc14.FED.rerun_1_2,nc12.mitotic.FED_1_1,nc12.mitotic.FED_1_2,nc12.mitotic.FED.rerun_1_1,nc12.mitotic.FED.rerun_1_2,shifted,places
0,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0,3,3,1,1,1,X_16720800_16723200_X_17068800_17071200
1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,X_16712800_16715200_X_17060800_17063200
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,X_16704800_16707200_X_17052800_17055200
1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,X_16696800_16699200_X_17044800_17047200
0,2,3,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,X_16688800_16691200_X_17036800_17039200
0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,X_16680800_16683200_X_17028800_17031200
4,23,15,9,6,5,5,4,9,6,9,16,7,4,9,8,10,7,6,8,1,X_803200_805600_X_844000_846400
4,16,15,13,8,4,11,7,12,0,3,12,6,6,6,12,5,6,12,14,1,X_795200_797600_X_836000_838400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_787200_789600_X_828000_830400
2,13,13,11,5,2,7,3,4,4,8,9,1,3,7,6,1,0,4,3,1,X_779200_781600_X_820000_822400
1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,X_771200_773600_X_812000_814400
4,27,19,8,3,7,6,6,3,9,4,7,7,6,7,4,10,4,15,7,1,X_763200_765600_X_804000_806400
2,17,19,6,5,3,5,11,3,5,6,8,3,1,4,4,1,4,5,2,1,X_755200_757600_X_796000_798400
5,15,19,5,3,2,7,3,5,5,2,9,3,1,0,5,6,1,2,3,1,X_747200_749600_X_788000_790400
2,10,14,1,6,5,7,5,5,7,7,10,0,2,1,5,10,2,15,2,1,X_739200_741600_X_780000_782400
5,12,20,5,0,0,2,0,2,2,2,3,1,1,3,2,1,2,1,5,1,X_731200_733600_X_772000_774400
5,5,6,2,2,2,4,0,3,2,0,0,0,2,0,0,2,2,0,2,1,X_3444800_3447200_X_3531200_3533600
1,2,7,2,1,0,1,0,1,0,0,4,0,0,1,5,1,0,4,2,1,X_3436800_3439200_X_3523200_3525600
0,4,6,3,1,1,0,2,3,4,1,2,1,0,0,0,2,1,4,1,1,X_3428800_3431200_X_3515200_3517600
1,3,4,3,2,1,1,2,0,1,0,1,0,1,0,2,0,0,0,1,1,X_3420800_3423200_X_3507200_3509600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_3412800_3415200_X_3499200_3501600
1,10,6,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,2,1,1,X_3404800_3407200_X_3491200_3493600
1,5,7,2,2,3,3,2,0,0,0,1,0,1,1,3,1,5,1,4,1,X_3396800_3399200_X_3483200_3485600
1,2,9,1,2,0,2,1,0,3,1,1,1,1,1,1,2,1,2,1,1,X_3388800_3391200_X_3475200_3477600
1,3,12,2,1,1,1,1,2,0,2,1,2,2,2,2,1,1,4,3,1,X_3380800_3383200_X_3467200_3469600
4,7,21,2,7,4,5,3,3,2,3,7,2,1,2,3,2,0,3,3,1,X_3372800_3375200_X_3459200_3461600
0,2,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2L_11540000_11542400_2L_11724800_11727200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_11532000_11534400_2L_11716800_11719200
0,8,9,6,5,4,7,5,2,1,5,5,2,5,2,4,2,3,2,5,1,2L_11524000_11526400_2L_11708800_11711200
2,4,2,2,1,0,2,0,4,1,2,3,0,2,1,0,1,0,0,2,1,2L_11516000_11518400_2L_11700800_11703200
0,6,6,3,0,2,3,1,1,0,2,5,1,0,0,1,2,1,1,1,1,2L_11508000_11510400_2L_11692800_11695200
0,5,3,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,2L_11500000_11502400_2L_11684800_11687200
1,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,1,2L_11492000_11494400_2L_11676800_11679200
0,0,5,1,1,1,1,0,1,0,0,3,0,0,0,0,1,1,0,2,1,2L_11484000_11486400_2L_11668800_11671200
0,3,2,0,1,1,1,0,0,0,0,2,0,1,0,0,3,3,2,3,1,2L_11476000_11478400_2L_11660800_11663200
0,3,5,0,3,1,1,2,0,2,0,0,0,0,0,0,0,2,0,2,1,2L_11468000_11470400_2L_11652800_11655200
11,32,44,14,20,14,29,31,27,19,19,54,25,23,32,26,7,5,12,9,1,3L_19622400_19624800_3L_19641600_19644000
13,25,39,20,11,9,19,5,10,14,14,19,8,7,8,10,7,12,10,12,1,3L_19614400_19616800_3L_19633600_19636000
15,64,60,33,39,16,41,42,30,28,26,60,21,20,39,34,19,18,28,20,1,3L_19606400_19608800_3L_19625600_19628000
12,64,60,24,24,21,33,22,19,22,15,50,17,15,14,20,12,18,31,29,1,3L_19598400_19600800_3L_19617600_19620000
10,48,64,19,27,27,28,42,5,16,9,33,18,11,24,21,11,8,18,16,1,3L_19590400_19592800_3L_19609600_19612000
15,35,36,13,15,8,16,9,9,5,4,23,7,6,10,10,5,9,12,12,1,3L_19582400_19584800_3L_19601600_19604000
8,42,38,15,12,8,16,14,15,10,7,23,6,7,15,9,6,12,11,15,1,3L_19574400_19576800_3L_19593600_19596000
13,34,44,16,10,8,11,12,9,5,6,13,3,4,5,7,4,2,10,7,1,3L_19566400_19568800_3L_19585600_19588000
5,30,29,12,8,11,20,16,6,4,3,9,2,1,6,5,5,7,5,1,1,3L_19558400_19560800_3L_19577600_19580000
10,29,41,15,4,2,22,9,6,3,4,11,3,1,5,5,5,5,13,7,1,3L_19550400_19552800_3L_19569600_19572000
17,57,56,30,30,24,40,19,16,22,18,53,24,19,25,31,7,12,29,23,1,2R_22505600_22508000_2R_22520000_22522400
15,50,45,22,34,27,36,34,23,25,25,36,21,27,31,38,25,14,34,28,1,2R_22497600_22500000_2R_22512000_22514400
11,63,49,35,36,24,43,29,20,38,24,63,26,24,29,34,22,16,29,27,1,2R_22489600_22492000_2R_22504000_22506400
13,82,50,40,68,28,73,55,33,42,30,76,35,29,49,59,22,22,43,41,1,2R_22481600_22484000_2R_22496000_22498400
20,64,60,32,40,25,59,42,38,53,31,96,30,31,57,62,18,21,40,37,1,2R_22473600_22476000_2R_22488000_22490400
13,46,59,30,42,39,56,58,47,32,20,86,28,47,49,59,17,19,39,31,1,2R_22465600_22468000_2R_22480000_22482400
9,31,50,9,24,23,43,29,26,23,20,39,15,30,33,47,13,11,18,13,1,2R_22457600_22460000_2R_22472000_22474400
14,36,43,18,20,29,40,30,24,18,25,46,26,19,29,34,15,10,28,17,1,2R_22449600_22452000_2R_22464000_22466400
11,40,49,16,23,31,32,27,41,24,14,51,29,27,55,41,18,8,19,19,1,2R_22441600_22444000_2R_22456000_22458400
15,47,56,28,34,33,47,46,41,32,28,71,37,33,45,44,18,16,30,32,1,2R_22433600_22436000_2R_22448000_22450400
6,22,24,5,5,5,3,6,6,4,5,12,5,4,9,7,4,7,5,7,1,3R_28595200_28597600_3R_28630400_28632800
5,12,22,1,5,4,7,4,3,4,2,5,2,2,4,3,2,4,7,3,1,3R_28587200_28589600_3R_28622400_28624800
6,20,20,10,3,9,7,4,6,3,1,6,6,3,4,4,3,2,9,4,1,3R_28579200_28581600_3R_28614400_28616800
2,15,18,7,9,4,10,6,1,4,2,4,2,2,3,5,5,4,4,3,1,3R_28571200_28573600_3R_28606400_28608800
4,21,22,8,13,8,20,10,2,6,5,13,7,2,13,8,6,5,5,9,1,3R_28563200_28565600_3R_28598400_28600800
8,30,42,23,25,21,41,34,19,17,12,26,10,11,16,27,5,3,10,4,1,3R_28555200_28557600_3R_28590400_28592800
13,57,38,31,104,71,151,92,37,23,24,72,33,31,47,53,9,11,26,21,1,3R_28547200_28549600_3R_28582400_28584800
3,15,23,8,5,2,3,7,7,5,6,15,1,4,8,2,9,3,14,5,1,3R_28539200_28541600_3R_28574400_28576800
6,12,13,8,9,2,11,6,6,4,7,16,5,1,7,4,4,4,7,9,1,3R_28531200_28533600_3R_28566400_28568800
5,15,21,10,8,4,8,6,7,9,4,16,5,3,6,6,4,6,11,10,1,3R_28523200_28525600_3R_28558400_28560800
11,44,52,26,38,34,55,60,35,32,19,66,31,38,49,52,13,14,21,26,1,2R_7989600_7992000_2R_8009600_8012000
13,30,55,18,17,14,34,22,31,23,22,57,7,17,34,36,9,9,19,13,1,2R_7981600_7984000_2R_8001600_8004000
10,46,59,25,23,15,35,28,33,30,27,53,26,23,44,43,12,15,28,24,1,2R_7973600_7976000_2R_7993600_7996000
11,38,52,19,27,23,49,28,13,21,19,36,14,12,22,31,4,9,19,10,1,2R_7965600_7968000_2R_7985600_7988000
12,47,41,21,24,19,32,25,14,5,5,29,5,4,14,11,9,11,14,19,1,2R_7957600_7960000_2R_7977600_7980000
8,41,48,15,13,10,18,13,7,5,0,18,10,12,13,16,9,9,12,15,1,2R_7949600_7952000_2R_7969600_7972000
10,19,40,7,11,9,16,13,4,2,2,12,2,3,4,1,5,7,10,6,1,2R_7941600_7944000_2R_7961600_7964000
11,27,49,7,18,14,20,17,14,11,12,21,12,11,16,17,6,13,16,19,1,2R_7933600_7936000_2R_7953600_7956000
13,26,37,18,13,9,19,12,15,4,7,23,5,5,9,8,3,0,12,4,1,2R_7925600_7928000_2R_7945600_7948000
19,64,59,38,39,28,59,46,14,27,22,65,22,31,35,39,19,14,29,21,1,2R_7917600_7920000_2R_7937600_7940000
5,9,7,1,1,3,5,5,1,1,2,0,2,0,1,1,3,1,0,1,1,3L_18145600_18148000_3L_18192800_18195200
2,11,18,4,4,1,5,4,2,1,2,6,7,4,3,2,6,3,3,7,1,3L_18137600_18140000_3L_18184800_18187200
5,8,12,3,4,2,4,11,1,4,4,6,5,5,2,4,4,0,2,2,1,3L_18129600_18132000_3L_18176800_18179200
2,8,10,6,2,7,2,3,1,4,4,5,3,3,0,3,1,1,0,1,1,3L_18121600_18124000_3L_18168800_18171200
5,12,23,4,11,9,9,8,4,6,4,9,6,3,6,7,3,0,4,1,1,3L_18113600_18116000_3L_18160800_18163200
1,17,12,8,4,2,14,6,1,1,2,1,1,2,3,2,0,1,3,5,1,3L_18105600_18108000_3L_18152800_18155200
7,8,16,4,3,4,2,3,3,1,1,5,3,2,3,0,0,2,2,2,1,3L_18097600_18100000_3L_18144800_18147200
4,9,7,7,5,9,6,7,2,1,2,1,2,0,2,4,1,1,0,3,1,3L_18089600_18092000_3L_18136800_18139200
2,12,14,6,2,6,4,7,3,1,0,6,4,2,5,5,2,2,4,1,1,3L_18081600_18084000_3L_18128800_18131200
1,2,6,3,1,3,4,2,5,3,3,7,1,2,4,2,0,4,1,2,1,3L_18073600_18076000_3L_18120800_18123200
35,122,150,68,68,59,99,93,91,72,56,168,70,71,136,128,42,41,59,52,1,3R_29016000_29018400_3R_29020800_29023200
38,94,148,48,48,53,85,78,77,68,54,127,64,67,112,107,28,25,50,50,1,3R_29008000_29010400_3R_29012800_29015200
34,118,158,64,75,66,114,103,105,88,69,202,103,105,148,158,61,60,105,99,1,3R_29000000_29002400_3R_29004800_29007200
26,86,133,58,49,61,80,72,84,56,46,136,66,76,125,117,69,38,82,70,1,3R_28992000_28994400_3R_28996800_28999200
40,118,132,68,56,46,76,65,105,71,35,159,67,76,124,123,57,49,89,88,1,3R_28984000_28986400_3R_28988800_28991200
34,130,139,60,51,52,79,74,96,59,39,149,76,81,127,134,64,60,102,98,1,3R_28976000_28978400_3R_28980800_28983200
42,119,170,56,58,44,105,61,89,54,49,164,69,82,107,118,62,59,95,80,1,3R_28968000_28970400_3R_28972800_28975200
43,145,162,70,94,67,100,88,110,70,58,170,75,81,148,140,84,76,116,103,1,3R_28960000_28962400_3R_28964800_28967200
44,137,131,60,60,54,111,69,80,48,48,172,62,61,119,149,93,67,131,95,1,3R_28952000_28954400_3R_28956800_28959200
14,46,55,24,29,23,32,25,26,18,14,60,57,35,74,74,29,30,63,46,1,3R_28944000_28946400_3R_28948800_28951200
14,32,35,12,15,15,26,29,17,10,6,24,17,10,25,17,9,3,16,14,1,X_3680000_3682400_X_3699200_3701600
6,28,32,20,8,11,15,16,11,10,10,18,9,8,17,10,3,2,6,6,1,X_3672000_3674400_X_3691200_3693600
5,13,23,6,4,7,9,6,7,4,3,8,3,6,5,4,2,1,3,4,1,X_3664000_3666400_X_3683200_3685600
2,12,15,5,2,5,6,4,9,5,4,14,12,1,4,3,4,0,7,7,1,X_3656000_3658400_X_3675200_3677600
6,29,29,20,18,14,29,15,14,16,11,30,9,18,20,30,7,8,5,10,1,X_3648000_3650400_X_3667200_3669600
9,13,21,6,7,4,10,7,16,11,8,12,7,7,11,15,5,3,7,5,1,X_3640000_3642400_X_3659200_3661600
4,17,19,11,5,8,7,10,18,8,3,16,10,6,13,15,2,8,7,5,1,X_3632000_3634400_X_3651200_3653600
10,10,34,3,11,16,9,13,18,13,5,15,9,5,14,11,5,2,6,6,1,X_3624000_3626400_X_3643200_3645600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_3616000_3618400_X_3635200_3637600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_3608000_3610400_X_3627200_3629600
4,9,11,1,1,3,5,5,0,1,1,6,2,4,3,1,3,2,6,4,1,2L_5061600_5064000_2L_5128800_5131200
1,5,5,3,0,3,4,0,0,0,0,3,2,1,0,0,4,2,9,3,1,2L_5053600_5056000_2L_5120800_5123200
0,4,4,2,0,2,2,3,1,0,0,6,2,0,2,2,3,3,5,2,1,2L_5045600_5048000_2L_5112800_5115200
3,8,7,3,2,2,2,1,0,0,2,5,1,0,1,1,3,1,2,4,1,2L_5037600_5040000_2L_5104800_5107200
4,14,9,8,4,1,4,8,1,0,0,4,1,2,1,2,2,3,6,4,1,2L_5029600_5032000_2L_5096800_5099200
0,8,7,5,2,2,3,2,3,3,2,4,2,0,2,1,2,4,1,6,1,2L_5021600_5024000_2L_5088800_5091200
4,15,15,7,5,2,4,7,1,1,1,7,1,1,3,3,3,4,1,7,1,2L_5013600_5016000_2L_5080800_5083200
1,11,15,5,1,3,4,3,3,0,0,6,1,0,1,2,0,1,0,3,1,2L_5005600_5008000_2L_5072800_5075200
2,7,10,2,0,1,2,1,0,0,0,2,2,0,1,0,3,1,3,4,1,2L_4997600_5000000_2L_5064800_5067200
3,9,18,10,3,2,1,2,1,4,1,4,2,1,0,4,2,4,3,7,1,2L_4989600_4992000_2L_5056800_5059200
1,1,6,0,1,1,2,1,1,0,1,0,3,2,1,0,3,1,4,4,1,X_7927200_7929600_X_8020000_8022400
2,5,8,1,0,0,2,2,0,0,0,1,2,1,0,1,4,1,4,6,1,X_7919200_7921600_X_8012000_8014400
2,3,7,5,0,0,3,1,0,0,0,1,0,0,0,1,0,2,2,2,1,X_7911200_7913600_X_8004000_8006400
0,1,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,X_7903200_7905600_X_7996000_7998400
1,2,2,1,0,2,1,1,1,1,1,1,0,0,1,1,2,2,3,1,1,X_7895200_7897600_X_7988000_7990400
3,5,5,1,0,1,2,0,2,2,2,2,0,1,0,1,3,0,1,1,1,X_7887200_7889600_X_7980000_7982400
1,6,5,2,0,2,1,0,2,2,1,3,0,1,0,1,0,1,0,4,1,X_7879200_7881600_X_7972000_7974400
0,1,4,1,0,2,0,1,0,0,0,1,0,0,1,0,0,4,2,3,1,X_7871200_7873600_X_7964000_7966400
1,1,3,1,0,2,1,0,0,1,1,0,0,0,1,0,3,2,3,2,1,X_7863200_7865600_X_7956000_7958400
1,5,4,1,0,0,0,0,0,3,4,2,1,0,1,0,1,3,4,1,1,X_7855200_7857600_X_7948000_7950400
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2R_25044800_25047200_2R_25141600_25144000
2,13,8,3,4,2,2,2,1,1,3,5,1,2,2,1,2,1,10,1,1,2R_25036800_25039200_2R_25133600_25136000
2,8,11,3,1,1,3,0,0,3,1,2,0,2,1,3,1,1,2,3,1,2R_25028800_25031200_2R_25125600_25128000
1,8,8,6,0,2,1,1,2,0,0,2,3,1,0,0,3,1,1,3,1,2R_25020800_25023200_2R_25117600_25120000
3,11,12,1,2,2,1,0,2,1,1,1,2,1,0,1,2,3,0,4,1,2R_25012800_25015200_2R_25109600_25112000
0,3,5,1,2,0,2,1,0,1,0,2,0,0,0,1,1,0,1,1,1,2R_25004800_25007200_2R_25101600_25104000
1,6,7,2,1,2,0,1,2,0,0,4,1,1,0,0,0,2,4,4,1,2R_24996800_24999200_2R_25093600_25096000
1,10,4,5,1,0,1,1,2,1,0,1,1,0,0,0,2,1,2,4,1,2R_24988800_24991200_2R_25085600_25088000
2,12,11,5,2,1,0,4,0,2,1,1,0,1,1,0,5,3,5,2,1,2R_24980800_24983200_2R_25077600_25080000
1,4,8,5,3,3,1,5,2,1,1,2,0,0,1,0,1,3,5,6,1,2R_24972800_24975200_2R_25069600_25072000
22,84,129,40,20,23,41,31,25,22,22,46,17,21,22,35,21,10,35,23,1,2L_8364000_8366400_2L_8372800_8375200
15,53,68,30,13,13,21,20,17,18,15,34,10,9,15,14,17,10,25,10,1,2L_8356000_8358400_2L_8364800_8367200
18,86,102,35,71,81,108,106,67,68,54,147,80,76,119,136,40,26,51,46,1,2L_8348000_8350400_2L_8356800_8359200
24,48,70,21,34,30,52,55,51,32,25,65,31,47,60,58,19,15,30,26,1,2L_8340000_8342400_2L_8348800_8351200
16,62,68,26,39,50,63,53,57,38,27,81,35,42,72,81,26,11,40,33,1,2L_8332000_8334400_2L_8340800_8343200
16,47,69,29,42,44,55,44,57,28,25,56,33,19,55,69,17,17,24,23,1,2L_8324000_8326400_2L_8332800_8335200
15,44,83,24,32,23,40,46,36,30,29,71,27,35,59,40,21,17,29,25,1,2L_8316000_8318400_2L_8324800_8327200
26,87,108,53,52,57,84,98,42,47,31,95,28,37,67,64,28,30,46,37,1,2L_8308000_8310400_2L_8316800_8319200
18,84,100,42,20,24,39,31,20,29,22,36,22,20,32,25,21,20,26,30,1,2L_8300000_8302400_2L_8308800_8311200
17,70,76,35,23,16,30,32,19,21,14,49,13,20,24,28,16,13,26,27,1,2L_8292000_8294400_2L_8300800_8303200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_19148800_19151200_2L_19322400_19324800
0,2,3,0,0,0,0,1,0,2,2,4,0,0,0,0,1,0,0,0,1,2L_19140800_19143200_2L_19314400_19316800
1,3,5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,0,1,2L_19132800_19135200_2L_19306400_19308800
0,4,3,1,1,0,0,0,0,1,2,0,2,0,0,0,1,2,1,4,1,2L_19124800_19127200_2L_19298400_19300800
1,6,0,0,0,1,4,4,0,2,2,0,0,0,0,0,1,0,4,2,1,2L_19116800_19119200_2L_19290400_19292800
2,10,4,3,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,3,1,2L_19108800_19111200_2L_19282400_19284800
2,5,5,1,0,0,0,0,0,1,0,2,0,1,0,3,2,0,3,1,1,2L_19100800_19103200_2L_19274400_19276800
0,3,4,0,0,0,0,0,1,0,0,1,1,0,1,0,2,1,1,1,1,2L_19092800_19095200_2L_19266400_19268800
0,2,2,0,2,1,0,0,0,1,0,1,0,0,1,1,1,3,3,2,1,2L_19084800_19087200_2L_19258400_19260800
2,5,6,3,0,0,2,0,0,1,1,2,1,0,0,0,0,2,2,3,1,2L_19076800_19079200_2L_19250400_19252800
2,8,27,9,10,17,10,17,15,15,7,22,14,9,14,19,5,4,11,9,1,3R_15059200_15061600_3R_15079200_15081600
7,27,29,8,11,7,25,11,16,8,8,14,14,13,24,28,4,5,8,13,1,3R_15051200_15053600_3R_15071200_15073600
3,9,5,4,4,0,1,1,3,2,0,2,8,1,4,4,0,1,2,1,1,3R_15043200_15045600_3R_15063200_15065600
4,22,26,11,6,11,13,21,11,8,3,29,7,8,18,25,7,12,5,17,1,3R_15035200_15037600_3R_15055200_15057600
4,33,31,20,18,13,20,15,20,8,11,25,7,13,30,25,5,3,16,9,1,3R_15027200_15029600_3R_15047200_15049600
3,24,31,16,14,4,15,13,12,8,6,27,16,4,17,16,0,6,5,11,1,3R_15019200_15021600_3R_15039200_15041600
8,29,27,11,8,12,15,15,22,9,5,18,6,14,18,17,7,4,13,4,1,3R_15011200_15013600_3R_15031200_15033600
9,27,47,15,7,7,15,15,16,9,6,19,11,9,12,15,7,8,14,9,1,3R_15003200_15005600_3R_15023200_15025600
6,20,35,15,15,8,13,13,15,5,5,15,7,7,15,10,7,7,10,18,1,3R_14995200_14997600_3R_15015200_15017600
3,26,31,15,7,7,11,12,10,8,7,20,6,8,18,17,5,4,8,9,1,3R_14987200_14989600_3R_15007200_15009600
3,3,7,3,0,0,1,0,0,0,0,2,0,0,0,0,1,5,3,2,1,2R_7594400_7596800_2R_7742400_7744800
1,3,3,6,2,1,1,2,0,0,0,2,1,0,1,2,1,5,6,6,1,2R_7586400_7588800_2R_7734400_7736800
0,7,6,4,1,3,3,1,1,0,1,3,0,1,0,0,2,2,2,1,1,2R_7578400_7580800_2R_7726400_7728800
4,3,6,4,1,0,1,1,0,4,3,3,0,0,0,0,1,3,4,2,1,2R_7570400_7572800_2R_7718400_7720800
3,3,4,1,3,2,3,1,0,0,0,1,0,0,1,0,5,0,1,2,1,2R_7562400_7564800_2R_7710400_7712800
2,5,5,3,2,0,6,2,2,3,3,4,0,0,3,0,3,4,6,1,1,2R_7554400_7556800_2R_7702400_7704800
2,14,6,8,2,4,5,3,1,3,1,4,0,3,1,2,2,2,3,2,1,2R_7546400_7548800_2R_7694400_7696800
3,7,3,2,0,0,3,1,2,2,0,4,0,0,2,3,2,2,3,3,1,2R_7538400_7540800_2R_7686400_7688800
2,5,12,0,2,3,1,1,2,5,3,1,0,0,0,0,0,1,1,4,1,2R_7530400_7532800_2R_7678400_7680800
0,11,3,8,2,1,5,2,3,1,1,2,0,0,1,4,2,3,4,2,1,2R_7522400_7524800_2R_7670400_7672800
3,5,8,1,2,0,3,0,1,2,1,4,2,1,2,0,1,2,2,4,1,3R_28504000_28506400_3R_28594400_28596800
2,4,8,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3R_28496000_28498400_3R_28586400_28588800
3,4,4,0,0,0,3,1,2,0,1,1,0,1,0,0,5,1,5,3,1,3R_28488000_28490400_3R_28578400_28580800
2,3,2,7,1,2,4,0,1,0,0,4,0,1,0,1,0,2,2,3,1,3R_28480000_28482400_3R_28570400_28572800
1,5,3,2,3,3,1,2,0,2,0,2,1,2,1,4,5,3,8,7,1,3R_28472000_28474400_3R_28562400_28564800
2,5,6,0,2,3,3,4,1,1,0,6,0,2,2,2,2,2,4,1,1,3R_28464000_28466400_3R_28554400_28556800
0,4,2,5,2,1,3,1,0,1,1,4,0,0,2,0,2,1,5,2,1,3R_28456000_28458400_3R_28546400_28548800
1,6,8,3,7,1,4,7,1,1,1,6,3,2,4,3,2,2,4,2,1,3R_28448000_28450400_3R_28538400_28540800
2,11,8,3,11,7,11,6,7,6,3,12,2,4,6,5,3,5,3,7,1,3R_28440000_28442400_3R_28530400_28532800
5,17,7,10,10,11,17,17,4,9,5,16,3,4,10,12,6,7,10,6,1,3R_28432000_28434400_3R_28522400_28524800
4,17,16,8,11,1,8,2,1,3,2,8,3,2,7,3,1,4,1,4,1,3L_3431200_3433600_3L_3474400_3476800
6,25,23,11,6,11,13,13,5,9,7,15,2,4,10,7,7,4,6,9,1,3L_3423200_3425600_3L_3466400_3468800
6,20,18,5,4,5,10,4,6,5,5,6,4,2,4,5,4,1,12,2,1,3L_3415200_3417600_3L_3458400_3460800
2,16,22,10,3,3,9,7,3,1,3,7,1,2,1,9,1,0,2,5,1,3L_3407200_3409600_3L_3450400_3452800
3,33,19,12,10,6,13,8,6,7,4,9,7,9,4,12,2,4,1,3,1,3L_3399200_3401600_3L_3442400_3444800
6,24,28,8,4,2,7,8,10,6,1,14,9,6,8,11,2,3,6,7,1,3L_3391200_3393600_3L_3434400_3436800
3,22,23,12,8,8,11,7,7,9,4,13,4,6,11,8,5,7,5,5,1,3L_3383200_3385600_3L_3426400_3428800
8,36,30,12,5,11,10,9,6,3,3,9,3,0,12,9,3,4,1,6,1,3L_3375200_3377600_3L_3418400_3420800
2,14,17,5,1,5,0,3,7,4,1,10,2,4,2,5,2,2,3,4,1,3L_3367200_3369600_3L_3410400_3412800
4,24,22,13,13,7,13,15,8,11,15,32,5,8,14,9,9,11,21,9,1,3L_3359200_3361600_3L_3402400_3404800
20,57,70,18,28,23,40,22,28,26,22,45,25,19,37,38,20,6,26,19,1,3R_27642400_27644800_3R_27652800_27655200
21,86,72,36,36,27,47,52,32,45,30,69,22,32,43,35,24,15,32,19,1,3R_27634400_27636800_3R_27644800_27647200
25,64,68,29,29,18,28,36,31,22,12,63,24,15,41,33,10,9,29,22,1,3R_27626400_27628800_3R_27636800_27639200
19,74,70,42,68,48,97,78,56,65,45,110,58,61,74,101,35,34,49,52,1,3R_27618400_27620800_3R_27628800_27631200
13,69,69,41,46,34,59,49,63,37,32,70,43,55,69,69,16,22,27,28,1,3R_27610400_27612800_3R_27620800_27623200
10,47,60,26,18,20,26,27,18,27,18,35,15,24,25,27,13,12,19,13,1,3R_27602400_27604800_3R_27612800_27615200
24,83,93,38,54,49,91,67,53,38,24,109,58,56,86,77,23,27,35,34,1,3R_27594400_27596800_3R_27604800_27607200
24,83,78,40,87,74,110,106,98,48,44,139,59,73,98,120,39,27,51,45,1,3R_27586400_27588800_3R_27596800_27599200
16,59,60,26,20,14,34,29,19,17,22,45,18,28,25,28,24,20,38,39,1,3R_27578400_27580800_3R_27588800_27591200
19,66,66,39,29,30,40,40,16,18,24,36,20,14,23,26,11,16,17,13,1,3R_27570400_27572800_3R_27580800_27583200
2,9,11,4,2,1,4,4,3,4,3,5,5,3,6,3,2,1,1,2,1,X_14347200_14349600_X_14386400_14388800
0,2,4,0,0,1,4,1,1,4,4,2,1,3,8,1,3,0,2,1,1,X_14339200_14341600_X_14378400_14380800
3,7,10,1,7,5,8,8,9,5,6,7,4,3,5,5,2,4,5,2,1,X_14331200_14333600_X_14370400_14372800
4,10,17,3,1,3,4,1,3,2,0,10,1,3,2,3,3,2,2,2,1,X_14323200_14325600_X_14362400_14364800
1,3,3,1,2,2,0,0,3,1,1,1,1,4,4,3,1,3,7,2,1,X_14315200_14317600_X_14354400_14356800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_14307200_14309600_X_14346400_14348800
2,6,12,3,4,2,5,3,6,8,7,7,1,2,2,7,1,1,2,2,1,X_14299200_14301600_X_14338400_14340800
1,8,10,2,2,3,4,5,8,8,2,6,2,2,1,5,1,4,5,6,1,X_14291200_14293600_X_14330400_14332800
0,5,0,0,0,0,2,1,2,1,0,5,0,0,4,0,2,1,1,1,1,X_14283200_14285600_X_14322400_14324800
3,9,5,2,7,1,8,5,3,5,3,10,7,7,6,11,2,4,5,2,1,X_14275200_14277600_X_14314400_14316800
18,57,94,28,34,24,27,35,32,27,20,50,26,28,51,54,16,11,23,21,1,2R_13928800_13931200_2R_13936800_13939200
